Rate,Building Type,City,Cost Point Selector,Battery Capacity (kWh),Battery Power (kW),BAU Demand Cost,BAU Energy Cost,Capital Cost ($),Max Demand Rate ($/kW),Npv ($),PV Size (kW),Total Demand Savings ($),Total kWh Savings ($)
Small_General_Service_Time-Of-Use_(A-1)(B),Small Office,Los Angeles,1,70 kWh,10 kW,17925.7,108076,$33K,$7.48,$0M,50 kW,11984.08,80022.1
3B_General_Power_TOU_(PNM-Owned_Transformer),Secondary School,Albuquerque,1,691 kWh,177 kW,1049350,1516130,$536K,$17.47,$0M,891 kW,437781,792179
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Fast Food,New York,1,160 kWh,18 kW,110714,163422,$60K,$41.95,$0M,86 kW,55328.7,83962.2
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Midrise Apartment,Boulder,1,16 kWh,3 kW,27609.9,219605,$22K,$4.84,$0M,42 kW,2207.7,51744
E-36_Standard_Price_Plan_for_General_Service,Strip Mall,Phoenix,1,0 kWh,0 kW,77883.1,354929,$75K,$6.76,$0M,169 kW,14025.3,161361
E-36_Standard_Price_Plan_for_General_Service,Large Hotel,Phoenix,1,0 kWh,0 kW,306233,1795800,$198K,$6.76,$0M,445 kW,226,429150
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Restaurant,Anaheim,1,101 kWh,16 kW,87251.5,317443,$63K,$13.20,$0M,107 kW,31059.2,166522
GS-2_(S)_Large_General_Service_Secondary,Retail Store,Fairbanks,1,324 kWh,48 kW,141744,922878,$200K,$11.06,$0M,340 kW,54371.6,452840
BES-Small_Load_Delivery_Class_(Secondary),Large Hotel,Chicago,1,0 kWh,0 kW,322924,1461900,$0K,$6.18,$0M,0 kW,0,0
General_Service_(A14),Midrise Apartment,Duluth,1,3 kWh,1 kW,69732.1,135717,$1K,$14.98,$0M,0 kW,1640.1,329
GSEDS-1_Primary_Demand,Midrise Apartment,Helena,1,0 kWh,0 kW,43998.1,175342,$16K,$7.90,$0M,34 kW,1596.7,31528
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Outpatient,LasVegas,1,78 kWh,40 kW,343823,881705,$208K,$16.49,$0M,410 kW,89356,331134
SC-9_-_General_Large_Low_Tension_Service_[NYC],Warehouse,New York,1,0 kWh,0 kW,0,265798,$38K,$21.82,$0M,85 kW,0,100209
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Large Hotel,Seattle,1,0 kWh,0 kW,110902,1413890,$0K,$2.32,$0M,0 kW,0,0
General_Service_(A14),Medium Office,Duluth,1,75 kWh,43 kW,379764,546556,$50K,$14.98,$0M,53 kW,52607,35156
LGS-1_-_Large_General_Service,Large Office,LasVegas,1,59 kWh,47 kW,1443400,3637550,$753K,$8.57,$0M,"1,630 kW",248920,1330530
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Midrise Apartment,Seattle,1,0 kWh,0 kW,12223.7,151205,$0K,$2.32,$0M,0 kW,0,0
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Warehouse,Boulder,1,17 kWh,3 kW,32395.3,214114,$38K,$4.84,$0M,80 kW,4845.4,83568
A-6_Small_General_Service_TOU_Single_Phase,Restaurant,San Francisco,1,509 kWh,60 kW,0,642668,$159K,$0.00,$0M,200 kW,0,535658
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Retail Store,Phoenix,1,226 kWh,41 kW,100960,421782,$140K,$6.65,$0M,229 kW,43657.2,260359
GSEDS-1_Secondary_Non-Demand,Medium Office,Helena,1,0 kWh,0 kW,0,969700,$123K,$0.00,$0M,276 kW,0,320168
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,294270,$0K,$2.32,$0M,0 kW,0,0
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Primary School,San Francisco,1,"1,056 kWh",127 kW,355228,1277000,$421K,$16.78,$0M,619 kW,224855,915155
General_Service_With_Demand_Meter_(Rate_Code_25),Outpatient,Minneapolis,1,0 kWh,0 kW,195433,1136420,$154K,$5.86,$0M,345 kW,16900,306978
BES-Medium_Load_Delivery_Class_(Secondary),Retail Store,Chicago,1,0 kWh,0 kW,81789.6,312438,$43K,$6.29,$0M,96 kW,5557.8,71575
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Medium Office,New York,1,"1,135 kWh",133 kW,768283,801240,$419K,$41.95,$0M,593 kW,513016,529684
GLSDT-1_(General_Service_Large_Demand_-_Time-Of-Use),Large Hotel,Miami,1,106 kWh,50 kW,817410,1394340,$40K,$11.00,$0M,17 kW,63686,10410
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,293474,$0K,$2.32,$0M,0 kW,0,0
BES-Medium_Load_Delivery_Class_(Secondary),Large Office,Chicago,1,0 kWh,0 kW,1042890,3877110,$246K,$6.29,$0M,553 kW,45561,406610
GSEDS-1_Secondary_Non-Demand,Warehouse,Helena,1,0 kWh,0 kW,0,262841,$39K,$0.00,$0M,87 kW,0,96124
General_Service_(A14),Fast Food,Duluth,1,1 kWh,0 kW,37965.2,97245.5,$1K,$14.98,$0M,3 kW,793.2,1728.5
GSEDS-1_Secondary_Non-Demand,Supermarket,Helena,1,0 kWh,0 kW,0,2051790,$264K,$0.00,$0M,591 kW,0,767790
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Primary School,Anaheim,1,828 kWh,108 kW,779879,777861,$352K,$34.91,$0M,525 kW,485967,503767
GSEDS-1_Primary_Demand,Retail Store,Helena,1,4 kWh,4 kW,101965,371241,$73K,$7.90,$0M,159 kW,14218.1,145711
General_Service_With_Demand_Meter_(Rate_Code_25),Primary School,Minneapolis,1,0 kWh,0 kW,157300,734304,$92K,$5.86,$0M,206 kW,19213,169666
Schedule_MDD_-_Medium_Network_General_Service,Outpatient,Seattle,1,0 kWh,0 kW,136490,1031900,$79K,$4.54,$0M,178 kW,8865,134254
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_R_(2kV_to_50kV),Primary School,Anaheim,1,528 kWh,80 kW,363882,1088930,$310K,$11.05,$0M,516 kW,183202,716561
BES-Small_Load_Delivery_Class_(Secondary),Retail Store,Chicago,1,0 kWh,0 kW,80359.3,312438,$43K,$6.18,$0M,96 kW,5452.1,71388
Schedule_G_-_Secondary,Midrise Apartment,Baltimore,1,0 kWh,0 kW,0,297539,$25K,$0.00,$0M,55 kW,0,66092
Small_General_Service_(A-1)(A),Small Office,Los Angeles,1,67 kWh,10 kW,17925.7,97116.1,$32K,$7.48,$0M,49 kW,11824.78,68363.2
Power_and_Light_Medium_Schedule_PLM-11,Supermarket,Atlanta,1,0 kWh,0 kW,0,907332,$0K,$0.00,$0M,0 kW,0,0
Time-of-use_-_General_Service_-_Demand_Metered-Super_Off_Peak_TOU-GS-3-SOP_(2kv-50kv),Medium Office,Anaheim,1,616 kWh,102 kW,561288,518121,$280K,$36.38,$0M,408 kW,343985,345468
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Fast Food,LasVegas,1,38 kWh,6 kW,27910.9,118212,$27K,$12.47,$0M,48 kW,4775.7,47998.9
Schedule_MDD_-_Medium_Network_General_Service,Midrise Apartment,Seattle,1,0 kWh,0 kW,23920.6,170696,$12K,$4.54,$0M,27 kW,524,20289
Power_and_Light_Medium_Schedule_PLM-11,Primary School,Atlanta,1,0 kWh,0 kW,0,489309,$0K,$0.00,$0M,0 kW,0,0
Large_Light_&_Power_-_Primary_voltage_discount,Restaurant,Minneapolis,1,0 kWh,0 kW,0,190849,$19K,$7.55,$0M,42 kW,0,32052
BES-Medium_Load_Delivery_Class_(Secondary),Medium Office,Chicago,1,0 kWh,0 kW,185231,592769,$25K,$6.29,$0M,55 kW,3438,40484
GSD-1_(General_Service_Demand),Warehouse,Miami,1,3 kWh,2 kW,63105.3,89918.8,$8K,$10.60,$0M,15 kW,5800.9,8713.4
GS-2_(S)_Large_General_Service_Secondary,Strip Mall,Fairbanks,1,311 kWh,46 kW,135849,877801,$191K,$11.06,$0M,324 kW,52690.5,429868
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Small Office,San Francisco,1,65 kWh,9 kW,35515.9,98327.6,$29K,$17.58,$0M,43 kW,21691.7,74763.9
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Supermarket,Los Angeles,1,"1,058 kWh",163 kW,562018,1659890,$517K,$17.48,$0M,795 kW,335510,1001928
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Restaurant,Anaheim,1,128 kWh,21 kW,136807,250724,$70K,$30.87,$0M,111 kW,56904.8,121626
Schedule_GL_(Secondary_Voltage),Strip Mall,Baltimore,1,0 kWh,0 kW,81561.5,371821,$64K,$6.15,$0M,144 kW,8950.2,132597
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Restaurant,Boulder,1,20 kWh,6 kW,101968,107333,$8K,$18.90,$0M,7 kW,11619.5,3393
GSEDS-1_Primary_Demand,Medium Office,Helena,1,11 kWh,9 kW,236909,645850,$98K,$7.90,$0M,209 kW,21646,173244
GSEDS-1_Primary_Non-Demand,Retail Store,Helena,1,0 kWh,0 kW,0,475650,$79K,$0.00,$0M,178 kW,0,201414
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),Hospital,Anaheim,1,"2,549 kWh",404 kW,2432480,6971760,"$1,652K",$16.23,$1M,"2,814 kW",859470,3855650
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Supermarket,Atlanta,1,0 kWh,0 kW,0,1589620,$226K,$0.00,$0M,507 kW,0,441730
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Supermarket,Boulder,1,62 kWh,25 kW,649177,628645,$50K,$18.90,$0M,74 kW,76065,35082
BES-Large_Load_Delivery_Class_(Secondary),Warehouse,Chicago,1,0 kWh,0 kW,46700.7,149727,$6K,$6.73,$0M,14 kW,1193,10171
Schedule_P,Hospital,Baltimore,1,0 kWh,0 kW,830160,5635050,$750K,$5.31,$0M,"1,683 kW",58991,1389560
GS-2_(S)_Large_General_Service_Secondary,Fast Food,Fairbanks,1,44 kWh,7 kW,32908.5,293718,$36K,$11.06,$0M,66 kW,7348.4,88534
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Strip Mall,San Francisco,1,469 kWh,65 kW,152863,594110,$189K,$16.78,$0M,270 kW,103002.5,473160
Time_of_Use_General_Service_Demand_Metered_Option_B_GS-2_TOU_B_Single_Phase,Midrise Apartment,Anaheim,1,182 kWh,31 kW,118406,176985,$69K,$30.87,$0M,88 kW,66120.5,94255.1
Schedule_GL_(Secondary_Voltage),Large Hotel,Baltimore,1,0 kWh,0 kW,335034,1852770,$160K,$6.15,$0M,359 kW,0,333480
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Primary School,Atlanta,1,0 kWh,0 kW,0,857449,$67K,$0.00,$0M,150 kW,0,127793
GSEDS-1_Secondary_Demand,Small Hotel,Helena,1,21 kWh,11 kW,142888,517452,$57K,$9.41,$0M,113 kW,10370,106641
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Small Office,San Francisco,1,81 kWh,11 kW,59611.5,73476.3,$32K,$34.72,$0M,47 kW,41975.2,54704.6
OGS-TOU-NEM,Large Office,LasVegas,1,0 kWh,0 kW,0,4114230,$718K,$0.00,$0M,"1,611 kW",0,1367000
4B_Large_Power_TOU_(PNM-Owned_Transformer),Secondary School,Albuquerque,1,162 kWh,68 kW,403852,1285370,$338K,$17.47,$0M,656 kW,266538,490435
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Retail Store,San Francisco,1,384 kWh,55 kW,193177,570619,$166K,$17.58,$0M,245 kW,112328.2,456508
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Hospital,Phoenix,1,"1,961 kWh",362 kW,1016140,6054090,"$1,470K",$6.65,$1M,"2,557 kW",366973,2849680
Schedule_MDB-_Medium_Standard_General_Service_Burien,Small Hotel,Seattle,1,0 kWh,0 kW,33745.1,428465,$0K,$2.32,$0M,0 kW,0,0
BES-Medium_Load_Delivery_Class_(Secondary),Restaurant,Chicago,1,0 kWh,0 kW,38048.1,203169,$23K,$6.29,$0M,51 kW,1577.5,38003
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Supermarket,LasVegas,1,501 kWh,85 kW,303980,1181910,$337K,$12.47,$0M,575 kW,92701,580421
3B_General_Power_TOU_(PNM-Owned_Transformer),Hospital,Albuquerque,1,"1,359 kWh",440 kW,2129230,4477310,"$1,310K",$17.47,$1M,"2,226 kW",790750,2169050
BES-Medium_Load_Delivery_Class_(Secondary),Supermarket,Chicago,1,0 kWh,0 kW,253153,1233140,$161K,$6.29,$0M,360 kW,23269,270127
Time_of_Use_General_Service_Demand_Metered_Option_R_GS-2_TOU_R_-_Single_phase,Small Office,Anaheim,1,56 kWh,8 kW,23892.9,98992.6,$29K,$9.97,$0M,46 kW,13238.5,73326.8
GSEDS-1_Primary_Non-Demand,Restaurant,Helena,1,0 kWh,0 kW,0,289214,$33K,$0.00,$0M,74 kW,0,84173
Schedule_GL_(Secondary_Voltage),Outpatient,Baltimore,1,0 kWh,0 kW,206967,1185200,$171K,$6.15,$0M,384 kW,19443,347973
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Warehouse,San Francisco,1,194 kWh,24 kW,136214,172023,$76K,$34.72,$0M,109 kW,98228.1,125017.5
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Primary School,LasVegas,1,222 kWh,49 kW,256899,708888,$174K,$12.47,$0M,297 kW,83254,275141
GSEDS-1_Primary_Demand,Outpatient,Helena,1,9 kWh,8 kW,264415,1088350,$167K,$7.90,$0M,366 kW,32551,325343
GSDT-1_(General_Service_Demand_-Time-Of-Use),Small Office,Miami,1,9 kWh,3 kW,29330.7,50198.8,$6K,$9.20,$0M,9 kW,5674.8,6018.9
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Large Hotel,Atlanta,1,0 kWh,0 kW,0,2035750,$169K,$0.00,$0M,380 kW,0,327870
Schedule_GL_(Secondary_Voltage),Midrise Apartment,Baltimore,1,0 kWh,0 kW,39267.4,200310,$16K,$6.15,$0M,36 kW,821.5,33159
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Secondary School,LasVegas,1,669 kWh,149 kW,764226,1970550,$459K,$12.47,$0M,750 kW,220482,708760
SC-9_-_General_Large_Low_Tension_Service_[NYC],Restaurant,New York,1,0 kWh,0 kW,0,395597,$41K,$21.82,$0M,92 kW,0,122589
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_R_(under_2kV),Large Hotel,Anaheim,1,"1,121 kWh",189 kW,820360,1938470,$504K,$16.23,$0M,726 kW,309953,978180
OGS-TOU-NEM,Hospital,LasVegas,1,0 kWh,0 kW,0,4845280,$835K,$0.00,$0M,"1,873 kW",0,1669740
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Primary School,Anaheim,1,917 kWh,120 kW,801982,805021,$378K,$38.02,$0M,553 kW,527106,544636
E-36_Standard_Price_Plan_for_General_Service,Outpatient,Phoenix,1,0 kWh,0 kW,200751,1110710,$196K,$6.76,$0M,439 kW,36953,411730
SC-9_-_General_Large_TOD_Service_[NYC],Large Office,New York,1,"11,096 kWh","1,058 kW",7658200,5025000,"$3,715K",$54.31,$2M,"5,194 kW",5563800,3869840
LGS-1_-_Large_General_Service,Midrise Apartment,LasVegas,1,1 kWh,1 kW,63880.7,178447,$15K,$8.57,$0M,33 kW,1409.4,29210
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Small Hotel,Boulder,1,35 kWh,7 kW,73088.8,642410,$64K,$4.84,$0M,130 kW,3556,158951
Schedule_LGD_-_Large_Network_General_Service_(Transformer_Investment_Discount),Large Office,Seattle,1,0 kWh,0 kW,581365,4322940,$267K,$3.83,$0M,599 kW,34906,441540
Large_Light_&_Power_-_Primary_voltage_discount,Strip Mall,Minneapolis,1,0 kWh,0 kW,0,295036,$28K,$7.55,$0M,62 kW,0,47108
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),Midrise Apartment,San Francisco,1,439 kWh,52 kW,0,429769,$127K,$0.00,$0M,149 kW,0,343127.7
GS-2_(S)_Large_General_Service_Secondary,Hospital,Fairbanks,1,"2,810 kWh",412 kW,1554790,12713300,"$1,971K",$11.06,$1M,"3,475 kW",508310,4631980
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Restaurant,San Francisco,1,498 kWh,58 kW,73704.5,402636,$153K,$16.78,$0M,191 kW,47374.4,313540
GS-2_(S)_Large_General_Service_Secondary,Large Office,Fairbanks,1,"3,987 kWh",609 kW,1629530,9586230,"$2,183K",$11.06,$1M,"3,526 kW",675387,4519200
General_Service_(A14),Supermarket,Duluth,1,46 kWh,20 kW,473231,1048600,$98K,$14.98,$0M,190 kW,62988,127369
GSEDS-1_Primary_Demand,Large Hotel,Helena,1,11 kWh,8 kW,381244,1558860,$150K,$7.90,$0M,326 kW,7945,301500
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Supermarket,San Francisco,1,"1,395 kWh",187 kW,608614,2190460,$584K,$17.58,$1M,859 kW,330801,1576569
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Warehouse,San Francisco,1,158 kWh,21 kW,82372.7,223518,$68K,$17.58,$0M,100 kW,50080.2,166780
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Small Hotel,Atlanta,1,15 kWh,8 kW,167545,427322,$7K,$15.66,$0M,5 kW,8049,3878
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Retail Store,Atlanta,1,0 kWh,0 kW,0,424158,$69K,$0.00,$0M,154 kW,0,133540
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Midrise Apartment,San Francisco,1,192 kWh,28 kW,84123.8,253401,$66K,$17.58,$0M,83 kW,40909,149953
LGS-1_-_Large_General_Service,Strip Mall,LasVegas,1,13 kWh,9 kW,121617,293090,$67K,$8.57,$0M,139 kW,20164,122017
Time-Of-Use_-_General_Service_-_Large_TOU-8_Option_B_(under_2_kV),Strip Mall,Anaheim,1,467 kWh,65 kW,337218,362119,$189K,$38.02,$0M,271 kW,234802,284458
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Hospital,Los Angeles,1,"4,657 kWh",721 kW,2284920,7236560,"$2,207K",$17.48,$1M,"3,340 kW",1336399,4126650
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Warehouse,San Francisco,1,213 kWh,25 kW,63818.6,234781,$81K,$16.78,$0M,116 kW,44455.6,174076
Small_General_Service_Metered_(A10),Large Office,Duluth,1,0 kWh,0 kW,0,5712320,$781K,$0.00,$0M,"1,752 kW",0,1778140
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Midrise Apartment,Atlanta,1,0 kWh,0 kW,0,225661,$16K,$0.00,$0M,36 kW,0,31566
BES-Large_Load_Delivery_Class_(Secondary),Large Office,Chicago,1,0 kWh,0 kW,1115840,3877110,$267K,$6.73,$0M,598 kW,51440,437990
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Strip Mall,Atlanta,1,0 kWh,0 kW,0,411944,$65K,$0.00,$0M,146 kW,0,126265
BES-Small_Load_Delivery_Class_(Secondary),Strip Mall,Chicago,1,0 kWh,0 kW,80081.4,308644,$40K,$6.18,$0M,90 kW,5531.8,66829
LGS-1_-_Large_General_Service,Medium Office,LasVegas,1,9 kWh,7 kW,250638,517736,$104K,$8.57,$0M,225 kW,38047,181637
Time-of-use_-_General_Service_-_Demand_Metered_TOU-GS-3_Option_B_(2kv-50kv),Outpatient,Anaheim,1,"1,053 kWh",145 kW,833321,1061770,$462K,$34.91,$0M,690 kW,498682,684459
GSEDS-1_Secondary_Demand,Warehouse,Helena,1,16 kWh,7 kW,63736.7,178856,$38K,$9.41,$0M,76 kW,14931.4,60514
GSEDS-1_Secondary_Demand,Outpatient,Helena,1,66 kWh,30 kW,315058,1111950,$195K,$9.41,$0M,394 kW,60328,356925
General_Service_With_Demand_Meter_(Rate_Code_25),Large Hotel,Minneapolis,1,0 kWh,0 kW,305880,1708100,$136K,$5.86,$0M,304 kW,1058,278060
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Medium Office,Atlanta,1,0 kWh,0 kW,0,694009,$79K,$0.00,$0M,176 kW,0,146508
Schedule_G_-_Secondary,Small Hotel,Baltimore,1,0 kWh,0 kW,0,836067,$72K,$0.00,$0M,161 kW,0,200923
GSEDS-1_Secondary_Non-Demand,Retail Store,Helena,1,0 kWh,0 kW,0,557393,$87K,$0.00,$0M,195 kW,0,249550
General_Service_(A14),Outpatient,Duluth,1,38 kWh,17 kW,398661,812167,$70K,$14.98,$0M,131 kW,39928,88118
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Strip Mall,San Francisco,1,396 kWh,56 kW,195888,577398,$169K,$17.58,$0M,248 kW,117333.6,460747
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Medium Office,Atlanta,1,54 kWh,21 kW,283352,519433,$50K,$15.66,$0M,80 kW,34622,55044
A-6_Small_General_Service_TOU_Single_Phase,Medium Office,San Francisco,1,952 kWh,117 kW,0,1737520,$362K,$0.00,$1M,515 kW,0,1408781
Schedule_MDB-_Medium_Standard_General_Service_Burien,Warehouse,Seattle,1,0 kWh,0 kW,12777.7,129851,$0K,$2.32,$0M,0 kW,0,0
General_Service_With_Demand_Meter_(Rate_Code_25),Hospital,Minneapolis,1,0 kWh,0 kW,876513,6049440,$779K,$5.86,$0M,"1,747 kW",71966,1582600
E-63_STANDARD_PRICE_PLAN_FOR_PRIMARY_LARGE_GENERAL_SERVICE,Large Office,Phoenix,1,0 kWh,0 kW,482659,4059480,$683K,$4.12,$0M,"1,531 kW",63684,1247390
3B_General_Power_TOU_(PNM-Owned_Transformer),Midrise Apartment,Albuquerque,1,2 kWh,1 kW,15649.9,139431,$16K,$17.47,$0M,35 kW,3207.2,33917
Large_Light_&_Power_-_Primary_voltage_discount,Warehouse,Minneapolis,1,0 kWh,0 kW,0,143801,$3K,$7.55,$0M,6 kW,0,4248
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Restaurant,Seattle,1,0 kWh,0 kW,12731.1,203147,$0K,$2.32,$0M,0 kW,0,0
OGS-TOU-NEM,Fast Food,LasVegas,1,0 kWh,0 kW,0,114948,$18K,$0.00,$0M,40 kW,0,35686.2
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Fast Food,San Francisco,1,297 kWh,34 kW,41178.9,233469,$89K,$16.78,$0M,110 kW,25694.2,181456
BES-Small_Load_Delivery_Class_(Secondary),Hospital,Chicago,1,0 kWh,0 kW,941431,5216790,$573K,$6.18,$0M,"1,287 kW",49840,964560
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Retail Store,Los Angeles,1,386 kWh,62 kW,197939,425422,$177K,$17.48,$0M,261 kW,140415.9,323415
BES-Medium_Load_Delivery_Class_(Secondary),Small Hotel,Chicago,1,0 kWh,0 kW,99299.9,462529,$0K,$6.29,$0M,0 kW,0,0
General_Service_(A14),Large Hotel,Duluth,1,52 kWh,31 kW,608578,1181300,$30K,$14.98,$0M,26 kW,37216,17060
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Small Office,LasVegas,1,26 kWh,5 kW,19560.6,56750.6,$18K,$12.47,$0M,30 kW,8264.9,27655.2
LGS-1_-_Large_General_Service,Hospital,LasVegas,1,117 kWh,94 kW,1359410,4836860,$878K,$8.57,$0M,"1,850 kW",199360,1638560
Large_Light_&_Power_-_Primary_voltage_discount,Retail Store,Minneapolis,1,0 kWh,0 kW,0,310972,$36K,$7.55,$0M,81 kW,0,61068
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Small Hotel,San Francisco,1,704 kWh,92 kW,383824,618162,$229K,$34.72,$0M,288 kW,238093,358611
3B_General_Power_TOU_(PNM-Owned_Transformer),Retail Store,Albuquerque,1,145 kWh,36 kW,108848,290168,$107K,$17.47,$0M,175 kW,69699.7,171240
Schedule_GL_(Secondary_Voltage),Small Hotel,Baltimore,1,0 kWh,0 kW,97976.8,559441,$51K,$6.15,$0M,114 kW,0,106843
GS-2_(S)_Large_General_Service_Secondary,Primary School,Fairbanks,1,443 kWh,65 kW,253207,1587120,$285K,$11.06,$0M,491 kW,86529,615764
LGS-1_-_Large_General_Service,Large Hotel,LasVegas,1,14 kWh,11 kW,495121,1480860,$164K,$8.57,$0M,353 kW,9934,315040
3B_General_Power_TOU_(PNM-Owned_Transformer),Primary School,Albuquerque,1,241 kWh,59 kW,347398,613618,$205K,$17.47,$0M,354 kW,161211,316211
SC-9_-_General_Large_Low_Tension_Service_[NYC],Large Hotel,New York,1,0 kWh,0 kW,0,2932350,$261K,$21.82,$0M,585 kW,0,741700
GSD-1_(General_Service_Demand),Midrise Apartment,Miami,1,7 kWh,3 kW,97807.7,189076,$10K,$10.60,$0M,18 kW,6521.1,11327
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Midrise Apartment,LasVegas,1,117 kWh,17 kW,60986.8,212614,$47K,$12.47,$0M,65 kW,13691.8,71580
GSEDS-1_Secondary_Non-Demand,Secondary School,Helena,1,0 kWh,0 kW,0,2456510,$344K,$0.00,$0M,772 kW,0,859110
Time_of_Use_General_Service_Demand_Metered_Option_A_GS-2_TOU_A_Single_Phase,Strip Mall,Anaheim,1,339 kWh,54 kW,174729,502358,$165K,$13.20,$0M,252 kW,101231.7,391115
Schedule_MDC_-_Medium_Standard_General_Service_City,Strip Mall,Seattle,1,0 kWh,0 kW,26208.2,268785,$0K,$2.32,$0M,0 kW,0,0
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),Warehouse,San Francisco,1,240 kWh,28 kW,0,346584,$89K,$0.00,$0M,127 kW,0,272755.9
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Strip Mall,Boulder,1,47 kWh,14 kW,211746,159080,$22K,$18.90,$0M,26 kW,30229,12159
Schedule_LGC_-_Large_Standard_General_Service_City,Large Office,Seattle,1,0 kWh,0 kW,335849,3628290,$0K,$2.08,$0M,0 kW,0,0
GSEDS-1_Secondary_Demand,Large Hotel,Helena,1,69 kWh,39 kW,454264,1592660,$181K,$9.41,$0M,352 kW,38387,331310
GSEDS-1_Secondary_Non-Demand,Large Office,Helena,1,0 kWh,0 kW,0,6255120,$924K,$0.00,$1M,"2,072 kW",0,2401260
Schedule_MDB-_Medium_Standard_General_Service_Burien,Large Hotel,Seattle,1,0 kWh,0 kW,110902,1366060,$0K,$2.32,$0M,0 kW,0,0
Schedule_MDC_-_Medium_Standard_General_Service_City,Large Hotel,Seattle,1,0 kWh,0 kW,110902,1291450,$0K,$2.32,$0M,0 kW,0,0
LGS-1_-_Large_General_Service,Small Hotel,LasVegas,1,5 kWh,4 kW,142125,439085,$50K,$8.57,$0M,108 kW,3312,96825
GSEDS-1_Secondary_Non-Demand,Large Hotel,Helena,1,0 kWh,0 kW,0,2340530,$195K,$0.00,$0M,436 kW,0,553410
BES-Large_Load_Delivery_Class_(Secondary),Hospital,Chicago,1,0 kWh,0 kW,1025220,5216790,$581K,$6.73,$0M,"1,304 kW",54755,977420
