midpoint_data
Rate,Measure Names,Max Demand Rate ($/kW),Measure Values
Small_General_Service_Metered_(A10),Energy Cost (without system),$0.00,25623002.9
Small_General_Service_(A-1)(A),Energy Cost (without system),$7.48,97116.1
Secondary_Photovoltaic_Time-Of-Use_Service_-_Schedule_SPVTOU,Energy Cost (without system),$4.84,7185489.8
SECONDARY_GENERAL_SERVICE_-_SCHEDULE_SG,Energy Cost (without system),$18.90,8833185.1
Schedule_TOU-GSD-10_Time_Of_Use_-_General_Service_Demand,Energy Cost (without system),$15.66,16826311.2
Schedule_TOU-EO-10_-_Time_Of_Use_-_Energy_Only,Energy Cost (without system),$0.00,23006076.7
Schedule_SMC_-_Small_General_Service_City,Energy Cost (without system),$0.00,193491.4
Schedule_P,Energy Cost (without system),$5.31,10020200
Schedule_MDT-Medium_Standard_General_Service_Tukwila,Energy Cost (without system),$2.32,7671698
Schedule_MDE-_Medium_Standard_General_Service_SeaTac,Energy Cost (without system),$2.32,7692510
Schedule_MDD_-_Medium_Network_General_Service,Energy Cost (without system),$4.54,8660576
Schedule_MDC_-_Medium_Standard_General_Service_City,Energy Cost (without system),$2.32,7026312
Schedule_MDB-_Medium_Standard_General_Service_Burien,Energy Cost (without system),$2.32,7432280
Schedule_LGD_-_Large_Network_General_Service_(Transformer_Investment_Discount),Energy Cost (without system),$3.83,9719390
Schedule_LGC_-_Large_Standard_General_Service_City,Energy Cost (without system),$2.08,8158040
Schedule_GS_Type_2_(Secondary),Energy Cost (without system),$0.00,255493.3
Schedule_GL_(Secondary_Voltage),Energy Cost (without system),$6.15,9928137
Schedule_G_-_Secondary,Energy Cost (without system),$0.00,32176251
SC-9_-_General_Large_Voluntary_TOD_Service_[NYC],Energy Cost (without system),$41.95,25030936.6
SC-9_-_General_Large_TOD_Service_[NYC],Energy Cost (without system),$54.31,11563560
SC-9_-_General_Large_Low_Tension_Service_[NYC],Energy Cost (without system),$21.82,15972482.5
Primary_Service_A-2_Rate(B)_Time-Of-Use_(TOU),Energy Cost (without system),$17.48,24377455
Power_and_Light_Medium_Schedule_PLM-11,Energy Cost (without system),$0.00,3794076.4
Power_and_Light_Large_Schedule_PLL-11,Energy Cost (without system),$0.00,10863110
OLGS-1-TOU_Optional_Large_General_Service_1_Time_of_Use,Energy Cost (without system),$12.47,17729603.6
OGS-TOU-NEM,Energy Cost (without system),$0.00,18094768.9
LGS-3_Large_General_Service_(Secondary_Distribution_Voltage),Energy Cost (without system),$16.30,8867410
LGS-2_Large_General_Service-_Secondary_Distribution_Voltage,Energy Cost (without system),$16.49,4314577
LGS-1_-_Large_General_Service,Energy Cost (without system),$8.57,16531290.4
Large_Light_&_Power_-_Primary_voltage_discount,Energy Cost (without system),$7.55,16265001
GSLD-1_(General_Service_Large_Demand),Energy Cost (without system),$12.56,7122870
GSEDS-1_Secondary_Non-Demand,Energy Cost (without system),$0.00,28140269.2
GSEDS-1_Secondary_Demand,Energy Cost (without system),$9.41,19148647.2
GSEDS-1_Primary_Non-Demand,Energy Cost (without system),$0.00,24013468.9
GSEDS-1_Primary_Demand,Energy Cost (without system),$7.90,18742277
GSDT-1_(General_Service_Demand_-Time-Of-Use),Energy Cost (without system),$9.20,4684656.5
GSD-1_(General_Service_Demand),Energy Cost (without system),$10.60,4595893.8
GS-2_(S)_Large_General_Service_Secondary,Energy Cost (without system),$11.06,44066240
GS-1_General_Service,Energy Cost (without system),$0.00,424966
GLSDT-1_(General_Service_Large_Demand_-_Time-Of-Use),Energy Cost (without system),$11.00,7178980
General_Service_With_Demand_Meter_(Rate_Code_25),Energy Cost (without system),$5.86,20250159.8
General_Service_(A14),Energy Cost (without system),$14.98,6870861.3
E-63_STANDARD_PRICE_PLAN_FOR_PRIMARY_LARGE_GENERAL_SERVICE,Energy Cost (without system),$4.12,8923360
E-61_Standard_Price_Plan_For_Secondary_Large_General_Service,Energy Cost (without system),$4.16,8995640
E-36_Standard_Price_Plan_for_General_Service,Energy Cost (without system),$6.76,19560039.6
E-32_STANDARD_PRICE_PLAN_FOR_TIME-OF-USE_GENERAL_SERVICE,Energy Cost (without system),$6.65,22372161.3
E-20_Maximum_demand_of_(1000_KW_or_more)_(Secondary),Energy Cost (without system),$33.72,14210720
E-19_Medium_General_Demand_TOU_Option_R_(Secondary),Energy Cost (without system),$17.58,2429340
E-19_Medium_General_Demand_TOU_Option_R_(Secondary_Voluntary),Energy Cost (without system),$17.58,9133139.6
E-19_Medium_General_Demand_TOU_(Secondary_Voluntary),Energy Cost (without system),$34.72,7026045.3
BES-Small_Load_Delivery_Class_(Secondary),Energy Cost (without system),$6.18,17314683.7
BES-Medium_Load_Delivery_Class_(Secondary),Energy Cost (without system),$6.29,17314683.7
BES-Large_Load_Delivery_Class_(Secondary),Energy Cost (without system),$6.73,17314683.7
A-10_Medium_General_Demand_Service_TOU_(Secondary_Voltage),Energy Cost (without system),$16.78,9745892
A-10_Medium_General_Demand_Service_(Secondary_Voltage),Energy Cost (without system),$16.78,9697105
A-6_Small_General_Service_TOU_Single_Phase,Energy Cost (without system),$0.00,55912308
A-1-Small_General_Service-Non-Time_of_Use_Rate_(Single-Phase),Energy Cost (without system),$0.00,1861985
4B_Large_Power_TOU_(PNM-Owned_Transformer),Energy Cost (without system),$17.47,9317860
3B_General_Power_TOU_(PNM-Owned_Transformer),Energy Cost (without system),$17.47,15310341
2B_Small_Power_Service_-_TOU,Energy Cost (without system),$0.00,117324
2A_(Small_Power_Service),Energy Cost (without system),$0.00,89940.7
